1894 QUESTION  How far is it from Earth to Mars?
1982 XIE19970312.0090 -1 HK Academic Program Gets Professional Award
1982 APW19990304.0006 -1 Since inception of the awards in 1989, the top movie winner has   gone on to win an Academy Award for best picture every year with  the exception of 1995 and 1992.
1982 APW19990304.0197 -1 Since inception of the awards in 1989, the top movie winner has   gone on to win an Academy Award for best picture every year with  the exception of 1995 and 1992.
1982 APW20000325.0089 1 a way but that's what it is today.'' </P> <P>    The Zanucks, Oscar winners themselves for producing the 1989 Best Picture ''Driving Miss Daisy,'' are trying to bring back the glamour -- by moving into the future. </P> <P>    They promise the 72nd Ac
1982 NYT20000124.0009 -1 urricane'' from Norman Jewison, about the wrongful imprisonment of the boxer Ruben Carter, won Washington his award for best actor in a drama. He was joined onstage by Carter. </P> <P>    Shut out of the Golden Globes on Sunday night were such films
1982 APW19990304.0197 -1 LINE> <TEXT> <P> 	LOS ANGELES (AP) -- Steven Spielberg's ``Saving Private Ryan''   won the top movie award from the Producers Guild of America.  </P> <P> 	Since inception of the awards in 1989, the top movie winner has   gone on to win an Academy Awa
1982 APW19990304.0006 -1 LINE> <TEXT> <P> 	LOS ANGELES (AP) -- Steven Spielberg's ``Saving Private Ryan''   won the top movie award from the Producers Guild of America.  </P> <P> 	Since inception of the awards in 1989, the top movie winner has   gone on to win an Academy Awa
1982 APW20000327.0009 -1 ''Everyone put their heart and their soul into this movie,'' said Swank, 25, who bested a field including Annette Bening of ''American Beauty,'' Meryl Streep of ''Music of the Heart,'' Janet McTeer of ''Tumbleweeds'' and Julianne Moore of ''The End o
1982 APW20000327.0009 -1 ir soul into this movie,'' said Swank, 25, who bested a field including Annette Bening of ''American Beauty,'' Meryl Streep of ''Music of the Heart,'' Janet McTeer of ''Tumbleweeds'' and Julianne Moore of ''The End of the Affair.'' </P> <P>    ''I'm
1982 APW19990304.0197 -1 won the top movie award from the Producers Guild of America.  </P> <P> 	Since inception of the awards in 1989, the top movie winner has   gone on to win an Academy Award for best picture every year with  the exception of 1995 and 1992
1982 NYT19990314.0077 -1 and ``The English Patient'' and winning Oscars in some top categories. </P> <P>    Although the Dreamworks film ``Saving Private Ryan'' remains the leading contender for the Oscar, the comedy ``Shakespeare in Love'' seems to be gaining. Katzenberg an
1982 APW19990325.0198 -1 The movie ``Titanic,'' which won the 1998 Academy Award for best   picture, included footage of the shipwreck shot by director James  Cameron and his crew before Clarke's ruling.  <
1982 APW19990304.0197 -1 Since inception of the awards in 1989, the top movie winner has   gone on to win an Academy Award for best picture every year with  the exception of 1995 and 199
1983 APW19990826.0055 -1 In 1908, Lyndon B. Johnson, the 36th president of the United   States, was born near Stonewall, Texas.
1983 NYT20000731.0216 -1 Five men in the 20th century (Theodore Roosevelt, Calvin Coolidge, Harry Truman, Lyndon Johnson and Gerald Ford) became president simply by being vice president when a presidential vacancy occurred.
1983 NYT20000821.0025 1 a problem, and religion would only be an issue if an agnostic or atheist ran for president. </P> <P>    Lyndon B. Johnson (1963-69, Democrat) - Affiliated with the Disciples of Christ; attended church at home and at the National City Christian Church
1983 NYT20000816.0230 1 ashington scene, three vice presidents have become president through the succession process: Harry Truman in 1945 when President Franklin D. Roosevelt suffered a fatal stroke; Lyndon B. Johnson in 1963 when John F. Kennedy was assassinated; and Geral
1983 APW19990820.0114 -1 LINE> <TEXT> <P> 	WASHINGTON (AP) -- Before the 1964 presidential campaign,   President Lyndon B. Johnson got an offer of help from an improbable  source -- Cuban Prime Minister Fidel Castro.  </P> <P> 	Castro sent a verbal message to Johnson that he
1983 NYT20000816.0230 1 president through the succession process: Harry Truman in 1945 when President Franklin D. Roosevelt suffered a fatal stroke; Lyndon B. Johnson in 1963 when John F. Kennedy was assassinated; and Gerald R. Ford in 1974 when Richard Nixon was forced to
1983 NYT19991208.0193 1 When Johnson succeeded the slain John F. Kennedy as president in November 1963, America had 16,000 military advisers in Vietnam. Thinking that the United States could defeat the communist Vietcong and preserve South Vietnam as a bastion of democracy,
1983 NYT19990324.0384 -1 the Gulf of Tonkin incident contributed to U.S. involvement in the Vietnam War, and Johnson was the commander of the U. S. Seventh Fleet in the Western Pacific during the confrontations on Aug. 2 and Aug. 4, 1964. </P> <P>    President Lyndon B. John
1983 NYT19990807.0057 -1 And even though the first primary is months away, his real estate foray, which first became news about six weeks ago, has already elicited headlines of ``Little White House on the Prairie'' and evoked comparisons to the ranch in Blanco County where P
1984 NYT19990121.0309 1 fear a retirement crisis?'' Third Millennium claims to speak for members of ``Generation X,'' who were born between 1965 and 1980.
1984 NYT19980715.0055 -1 I thought people born between 1917 and 1924 were the so-called Social Security ``notch babies.
1984 NYT19990226.0232 1 70 million baby boomers born between 1946 and 1964. Without changes, it will be up to the less-populous ``Generation X'' _ 40 million people born between 1965 and 1980 _ to finance the government programs. </P> <P>    With medical costs rising and th
1984 NYT19990402.0065 -1 Bartholomew is a combined parish of about 400 families in the medieval part of this hill town of 21,000 people in the region of Umbria about 90 minutes from Rome. The church is one of hundreds of struggling congregations off the usual path of tourist
1984 NYT19990826.0412 -1 (DW) </HEADLINE>     (ATTN: N.C., Minn., Mich. )   By IRA BERKOW     c.1999 N.Y. Times News Service     <TEXT> <P>    Other than running Grandma's Marathon in Duluth, Minn., in June, with the entire route winding for 26 miles 385 yards along the sho
1984 NYT20000228.0320 -1 One in every 1,461 people is a leap day baby.
1984 NYT20000228.0320 -1 p day baby. There are about 200,000 in Americ
1984 XIE19970602.0230 -1 1980 to 1985, has been in poor health due to a variety of diseases, the ITAR-TASS news agency said. </P> <P> Born in May 1905, Tikhonov was deputy prime minister and first deputy prime minister from 1965 to 1976 before he became the prime minister
1984 NYT19980627.0135 -1 Katz, who was born in Hungary, joined the faculty of Hebrew University, in Jerusalem, in 1950 and went on to hold its Bella and Israel Unterberg Memorial Chair of Jewish Social and Educational History. From 1969 to 1972, when he retired from the univ
1984 NYT19990827.0231 1 fabrics with a high-tech feel. </P> <P>    Generation Y _ the children of baby boomers, born mostly in the 1980s and 1990s and raised in a general age of affluence _ dwarfs its shorter-age-span predecessor, Generation X, the roughly 45 million people
1984 NYT19990226.0232 1 Social Security. Medicare also faces the impending retirement of a rising pool of beneficiaries _ the 70 million baby boomers born between 1946 and 1964. Without changes, it will be up to the less-populous ``Generation X'' _ 40 million people born be
1984 NYT19981204.0216 1 The reason is demographic. More people are retiring early and they're living longer. And the payroll taxes of the 40 million members of Generation X _ born between 1965 and 1980 _ will not be sufficient to finance the 76-million strong Baby Boom ge
1984 XIE19960704.0118 -1 BEIJING, July 4 (Xinhua) -- A senior Chinese lawmaker today called for a clearer definition of the identity of people who were born in China but live oversea
1985 APW19990614.0006 -1 Cavs No Closer to Naming Coach
1985 NYT19990202.0435 -1 In an attempt to elevate its brand awareness and forge a strategic bond, Royal Philips Electronics NV of the Netherlands will pay an estimated $180 million to emblazon its name on the 20,000-seat arena being built by Time Warner Inc.
1985 APW19990601.0165 1 Cavaliers owner Gordon Gund, looking for new blood, more wins   and more fans in the arena that bears his name, dumped Fratello a  month after the team ended an injury-plagued 22-28 season.
1985 NYT19991106.0233 1 to earth, and yet very much a part of the team's first loss of the year, 102-93, at the Cavaliers' Gund Arena Saturday night. Thomas was the one who was supposed to ease the loss of Johnson for the night after the Knicks' leader came down
1985 APW19990601.0165 -1 LINE> <TEXT> <P> 	CLEVELAND (AP) -- Mike Fratello has been the master of   slow-paced, half-court basketball and the ``Czar of the  Telestrator.'' He was never the coach of a playoff winner in  Cleveland.  </P> <P> 	Now he's out of a job.   </P> <P>
1985 NYT19991019.0045 -1 USC envisions the arena as a ``campus events center'' that can also host concerts and NCAA playoffs such as basketball regionals.
1985 NYT19991019.0045 -1 pus events center'' that can also host concerts and NCAA playoffs such as basketball regionals. The university also hopes to attr
1985 NYT19991117.0090 1 the Ricktator's first free agent signings was ex-Cav Chris Mills, who lasted less than a 24-second violation in Boston. There also was the Boston meltdown in Gund Arena last year (113-86), which prompted Pitino to say that he'd change his lineup (he
1985 APW19990426.0197 -1 Kemp, averaging 20.5 points and 9.2 rebounds this season, was   listed as doubtful for Monday night's game against the Miami Heat.  But just before the Cavs took the floor for pregame warmups, a team  spokesman said Kemp would not play and will be st
1985 NYT19991117.0090 1 Pitino Years in Boston, they'll notice an early, heavy Cleveland effect. One of the Ricktator's first free agent signings was ex-Cav Chris Mills, who lasted less than a 24-second violation in Boston. There also was the Boston meltdown in Gund Arena l
1985 APW19990927.0234 -1 unusually sonorous as Alfio, the jealous husband who kills  Turiddu in a duel.  </P> <P> 	Carlo Rizzi conducted both operas with a lot of energy but also   with some missed signals between the orchestra and the singers.  </P> <P> 	``Cav'' and ``Pag,'
1985 NYT19991117.0090 -1 When hoop historians start chronicling the Pitino Years in Boston, they'll notice an early, heavy Cleveland effect. One of the Ricktator's first free agent signings was ex-Cav Chris Mills, who lasted less than a 24-second violation in Boston. There
1986 NYT19981028.0258 -1 >    ``Chancellor Khayat's great goal is to free the University of Mississippi from these negative images,'' said David Sansing, an Ole Miss historian and the author of the university's
1986 NYT20000517.0336 -1 Shoppers can load up on Ole Miss football souvenirs at University Sporting Goods on the square, but they also can find fine art and hand-crafted pottery at the Southside Gallery and Mississippi Madness.
1986 NYT19981028.0238 1 others it means enormous pressure to pick a school quickly. By Peter Applebome. With photo. </P> <P>    EDLIFE-OLEMISS-DIXIE (Oxford, Miss.) _ A century and a half ago, the University of Mississippi sent its sons off to the Civil War. A century
1986 NYT20000704.0068 1 e a sleepy community famous only for its literary heritage and Ole Miss football games, Oxford is rapidly becoming a trendy urban center for music, art, restaurants and shops. </P> <P>    You can still get collards and chicken-fried steak at the Ajax
1986 NYT20000517.0336 1 &HT;    c. 2000 Cox News Service <TEXT> <P>    OXFORD, Miss. _ The stone Confederate soldier still stands on the square as a silent memorial to Lafayette County's Civil War dead, but that's about all that hasn't changed in William Faulkner's hometow
1986 NYT19991231.0034 -1 &HT;    c. 1999 Cox News Service <TEXT> <P>    ATHENS, Ga. _ Call him the scum doctor. He doesn't mind. </P> <P>    For the past seven years, geologist Walter O'Niell has been dipping his hands into tanks blanketed by mats of a primitive blue-green
1986 NYT20000517.0336 -1 ootball souvenirs at University Sporting Goods on the square, but they also can find fine art and hand-crafted pottery at the Southside Gallery and Mississippi Madness. </P> <P>    Named one of the ``10
1986 NYT19981028.0262 -1 Ole Miss must change, the university's loyalists say, it is Robert Khayat. He is, after all, one of them. </P> <P>    Born in Moss Point near the Mississippi coast, Khayat was an all-conference baseball player at Ole Miss. He also led the nation in
1986 NYT19981028.0262 -1 That a black woman could shed tears over Confederate dead seems incongruous on a campus whose history has so mirrored the racial conflicts of the South. By the 1950s, even as integrationist movements were gaining strength elsewhere, the imagery of th
1986 NYT19981029.0431 1 Linda Rosier/New York Times Photo) </P> <P>    (NYT3) OXFORD, Miss. -- Oct. 29, 1998 -- ADV. FOR SUN., NOV. 1 -- EDLIFE-OLEMISS-DIXIE-2, 10-29 -- Robert Khayat the chancellor of the University of Mississippi. Khayat, a former Ole Miss student, footba
1986 XIE19991227.0149 -1 University City" In Northwest China <
1986 NYT19981028.0258 -1 Chancellor Khayat's great goal is to free the University of Mississippi from these negative images,'' said David Sansing, an Ole Miss historian and the author of the university's sesquicentennial histor
1989 APW19990113.0054 -1 Moist snuff topped loose leaf/chewing tobacco as the leading   seller of smokeless tobacco products in terms of total pounds sold.  With sales of 55.28 million pounds in 1997, moist
1989 APW19990612.0148 -1 Chewing tobacco is banned in the minor leagues and college   baseball, although Florida State sports information director Rob  Wilson said about two or three Seminoles use it.
1989 APW20000321.0086 -1 -- Smoking banned on interstate buses and domestic airline flights of six hours or less. </P> <P>    1992 -- Nicotine patches introduced. </P> <P>    1993 -- Vermont bans smoking in indoor public places. </P> <P>    April 1994 -- Executives of seven
1989 APW19990922.0226 -1 LINE> <TEXT> <P> 	Events in the fight over tobacco in the United States:   </P> <P> 	1954 -- Industry faces first liability lawsuit by lung cancer   victim alleging negligence and breach of warranty. Suit dropped 13  years later.  </P> <P> 	1964 -- S
1989 NYT19980729.0562 -1 inn.)   (rm)   By RICHARD GOLDSTEIN     c.1998 N.Y. Times News Service    <TEXT> <P>    Bill Tuttle, a former American League outfielder who waged a campaign against the use of chewing tobacco after developing oral cancer that left him disfigured, di
1989 APW19980922.0563 -1 The tobacco companies filed their lawsuit Monday in Britain's High Court, where they hope to persuade judges to transfer the case to the European Court of Justice.
1989 APW19980922.0563 -1 lawsuit Monday in Britain's High Court, where they hope to persuade judges to transfer the case to the European Court of Justice. 	   (db-ms/sw) 	    </TEXT> (PROF
1989 APW19990612.0148 -1 chewing is  OK.''  </P> <P> 	Chewing tobacco is banned in the minor leagues and college   baseball, although Florida State sports information director Rob  Wilson said about two or three Seminoles use it.  </P> <P> 	``It used to be, 10 years ago or
1989 NYT19980729.0562 -1 Bill Tuttle, a former American League outfielder who waged a campaign against the use of chewing tobacco after developing oral cancer that left him disfigured, died Monday at a hospice in Brooklyn Center, Minn. Tuttle, who lived in Anoka, Minn., and
1989 APW19990612.0148 -1 decayed mouths and other tales  intended to discourage use of smokeless tobacco.  </P> <P> 	``People need to know about it,'' said passer-by Jerry Luke, 46,   a banker from Atlantic, Iowa. ``Everybody hears about the  importance of quitting smoking a
1989 NYT20000403.0609 -1 burned out.'' Contrast that to last month, when he was a surprise, last-minute entry in the 2000 Doral-Ryder Open despite making a cross-country flight during tournament week. Duval said a rigorous conditioning program, coupled with a fat-free diet a
1989 NYT19981206.0150 -1 It's one of several squeegee shrines around Southern California that the former New York Mets and Philadelphia Phillies All-Star center fielder has erected with his baseball fortunes and chewing tobacco endorsement cas
1990 APW19990701.0208 -1 The queen did not wear the crown or glittering robes in which   she opens Parliament in London. Instead, she sported a purple coat  and hat over a green dress, topped with
1990 NYT20000724.0552 -1 In responding to the often vapid print adventures of his competitors, Lee was incredibly canny in the way he shaped comic-book heroes and subverted the idiom.
1990 NYT19990507.0180 -1 </HEADLINE>     (Attn: N.J., Fla.)   (af)    By FRANK DE CARO     c.1999 N.Y. Times News Service    <TEXT> <P>    NEW YORK _ Among my friends, Ebay is hotter than Britney Spears. </P> <P>    On-line bidding on everything from lady-head planters to Ba
1990 NYT20000721.0382 -1 ``Of course, that happens more when I wear my Klingon costume.''
1990 NYT20000721.0382 -1 n I wear my Klingon costume.'' </P> <P>    It was that kind of c
1990 APW19990226.0118 -1 a red-headed friend of his named   Archie,'' Mrs. Goldwater said. ``He also created Betty and  Veronica. Then he decided Archie needed a real good friend. That  was Jughead. It just grew and grew.''  </P> <P> 	Goldwater ran Archie Comic Publications
1990 APW19990226.0118 -1 was broadcast on NBC in 1990.  </P> <P> 	``Archie was based partly on a red-headed friend of his named   Archie,'' Mrs. Goldwater said. ``He also created Betty and  Veronica. Then he decided Archie needed a real good friend. That  was Jughead. It jus
1991 NYT20000618.0085 -1 BBA-MARINERS (Minneapolis) _ Mariners at Minnesota.
1991 NYT19991006.0470 -1 com, and that site may contain information about how the team will get its name.
1991 NYT19980921.0095 -1 Capitol. </P> <P>    Watkins said he had, too. </P> <P>    _ By RICK BRAGG </P> <P>    Familiar Names In Minnesota Too </P> <P>    In a race among men with famous Minnesota names, victory in the Democratic-Farmer-Labor Party's primary for governor we
1991 NYT19990602.0109 -1 Drivers on freeways in California's Silicon Valley were startled to see, last summer, giant billboards exhorting them to ``upgrade to Minnesota
1991 APW19990407.0109 -1 LINE> <TEXT> <P> 	ST. PAUL, Minn. (AP) -- Gov. Jesse Ventura has been named his   state's entrepreneur of the year.  </P> <P> 	Minnesota Entrepreneurs Inc. said Tuesday that Ventura has taken   entrepreneurship ``to a higher level.'' The group's pres
1991 APW20000608.0006 -1 In Minnesota, he obtained a driver's license using a false name and passed a criminal background check to get a job as a manager at a gas station.
1991 APW20000608.0006 -1 's license using a false name and passed a criminal background check to get a job as a manager at a gas station. </P> <P>    Wilson was being held
1991 NYT19990115.0381 -1 Minnesota 6. ``Pittsburgh tried to give it to us everywhere they could; we wouldn't take it.'' Super Bowl XI: Oakland 32, Minnesota 14. ``Some days it just doesn't happen,'' Page said. ``That's how I looked at it. Did I like it? No. You learn how to
1991 NYT20000326.0006 -1 But Minnesota made good use of the at-large bid it got after losing the Western Collegiate Hockey Association tournament to upstart Minnesota-Duluth. Leading, 2-1, going into the third period, the Golden Gophers put the game out of reach when Nadine
1991 NYT20000126.0081 -1 this Super Bowl if Vikings Coach Denny Green hadn't stubbornly insisted on taking quarterback Daunte Culpepper, a luxury for that defensively strapped team. </P> <P>    Sure, three of those 14 teams took quarterbacks for need, but four defensive play
1991 APW19981206.0959 -1 a lot of Canadians thinking about this idiosyncratic, occasionally un-Canadian province. FEA-CANADA-COWBOY COUNTRY. To move as wire time permits. By David Crary. AP Photo NY313, Graphic ALBERTA. 	   YOUR QUERIES: The Associated Press World Service ed
1991 NYT19990903.0050 -1 NHL'S MINNESOTA WILD NAME DOUG RISEBROUGH AS GENERAL MANAGER <
1991 NYT19990306.0246 -1 The Big Ten, the nation's highest-rated conference, definitely will get six and probably will get seven, with Minnesota (17-10) and its power rating of 18 screaming to be include
1992 NYT19981203.0556 -1 '' Sun decided not to begin selling Hot Java, he said, simply because the company could not figure out how to make money with it when Microsoft was giving away its browser, Internet Explorer.
1992 APW19990731.0035 -1 But in the Valley of the Sun, it was  hot yesterday, it's hot today and it's going to be hot tomorrow.
1992 XIE19980227.0240 1 because it provides an opportunity to observe the outer corona of the sun. The sun's temperatures often reach two million degrees centigrade and can not be seen under normal conditions. </P> <P> According to Panamanian experts, the next eclipse of th
1992 NYT19990704.0135 -1 p, a meteorologist with the National Weather Service on Long Island. </P> <P>    How hot was it? The weather service recorded 95 degrees at Kennedy International Airport and 96 in Central Park; 98 in Newark, N.J., Philadelphia and Washington; 92 in H
1992 NYT19990721.0025 -1 e clients)    By ALAN BAVLEY and LEE HILL KAVANAUGH    c. 1999 Kansas City Star   <TEXT> <P>    KANSAS CITY, Mo. _ 'Tis the season _ to sweat. </P> <P>    Yup. Summer has finally settled in with all its sunshine, wilting humidity and blast-furnace he
1992 NYT20000811.0220 -1 c.2000 N.Y. Times News Service     <TEXT> <P>    NATIONAL FORECAST &QL; </P> <P>    Weather conditions will deteriorate along the Northeast Seaboard Saturday as low pressure forms near the coast. As breezes begin to blow onshore, clouds and occasio
1992 NYT19990703.0122 -1 As a result of the slow wobble, 11,000 years from now the Earth will be closest to the sun during the northern summer.
1992 NYT19990703.0122 -1 ,000 years from now the Earth will be closest to the sun during the northern summer. </P> </TEXT> </BODY> <TRAILER> NY
1992 NYT20000802.0188 -1 the heat, we set out to actually show just how hot it is outside _ to see if there is any empirical truisms behind the hot weather idioms. </P> <P>    Hence the egg. And a slew of other attempts to prove the blistering power of the August sun on the
1992 APW19980702.1200 -1 ``The very hot lavas erupting on Io are hotter than anything that has erupted on Earth for billions of years,'' said Alfred McEwen, lead author of a study appearing Friday in the journal Science. ``They are the highest surface temperatures in the sol
1992 NYT19990406.0184 -1 instinct would impel a man to leave his home, cut his hair short and drill for hours under the hot sun. As anthropologists Clifton B. Kroeber and Bernard L. Fontana have pointed out, ``It is a large step from what may be biologically innate leanings
1992 NYT19990823.0450 -1 0450 </DOCNO> <DOCTYPE> NEWS STORY </DOCTYPE> <DATE_TIME> 1999-08-23 23:58 </DATE_TIME> <HEADER> A7283 &Cx1f; ttd-z r f BC-SUN-SUN_SFCHRON &LR;      08-23 0600 </HEADER> <BODY> <SLUG> BC-SUN-SUN </SLUG>  _ SF CHRON    Sun to Pony Up $540 Million for
1993 NYT19981020.0169 1 A. Since Switzerland has three official languages _ German, French and Italian _ it is a great place to improve one's fluency. So much so that each year, Switzerland Tourism, 608 Fifth
1993 NYT19990906.0151 1 ) In reality, they say, there is no evidence that civic unity stems from sharing a single national language _ look at Switzerland, whose three official languages don't seem to have done it any harm.
1993 XIE20000901.0151 -1 GENEVA, September 1 (Xinhua) -- Pupils at primary schools in Switzerland should get lessons in at least three languages, including English, according to a press release by the Swiss education authorities Friday. </P> <P> At a conference in the Swiss
1993 APW20000418.0031 -1 ong with his Croatian wife and their two Swiss-born children received support from only 35 percent of voters. </P> <P>    ''I've given everything I can to become Swiss,'' he adds. ''I've concentrated my whole life on it, and I've worked in Emmen for
1993 APW19981028.0253 -1 <HEADLINE> Government decides to issue summary of gold report </HEADLINE> <TEXT> 	   BERN, Switzerland (AP) _ The Swiss government said Wednesday it will issue an easily readable summary of a report on the country's gold dealings with Nazi Germany t
1993 NYT19981020.0169 -1 By RAY CORMIER      c.1998 N.Y. Times News Service     <TEXT> <P>    &UR; Learning German in Zurich &LR; </P> <P>    Q. I will be in Zurich in the first half of 1999 and would like to learn German there. Where can I take German lessons in or near t
1993 APW19981028.0253 1 Swiss authorities will be responsible for distributing the brochure, which will be printed in Switzerland's four official languages as well as in English.
1993 APW19981028.0253 1 ble for distributing the brochure, which will be printed in Switzerland's four official languages as well as in English. 	   The government-appointed pane
1993 APW19981028.0253 1 Switzerland's four official languages as well as in English. 	   The government-appointed panel of historians based in Switzerland, the United States and Israel is to study other aspects of Switzerland's wartime past. It aims to produce a final
1993 APW19980707.0611 -1 The controversy started after culture officials from Europe's three German-speaking countries, Austria, Germany and Switzerland, agreed in July 1996 to modernize and simplify the language. 	   Among the changes: shorter compound nouns, consistent spe
1993 XIE19990601.0104 -1 P> <P> Religion: Almost 80 percent of the population are Christians. Other major religious groups are the Hindus, Moslems and Jews. There are also traditionalists. </P> <P> Languages: South Africa has 11 official languages with English and Afrikaans
1993 XIE19960227.0262 -1 problem remains to be one of the outstanding issues in the constitutional assembly before the May 9 deadline, set for the adoption of the final Constitution. </P> <P> South Africa has eleven official languages, including English and Afrikaans.  </P>
1993 NYT19981020.0169 1 A. Since Switzerland has three official languages _ German, French and Italian _ it is a great place to improve one's fluency. So much so that each year, Switzerland Tourism, 608 Fifth Ave., New York, N.Y. 10020, (212) 757-5944, publishes the bookl
1993 APW19981028.0253 1 Swiss authorities will be responsible for distributing the brochure, which will be printed in Switzerland's four official languages as well as in Englis
1994 APW19991004.0084 1 In 1962, the Beatles' first hit, ``Love Me Do,'' was released in   the United Kingdom.
1994 APW20000217.0281 -1 "Imagine," originally recorded in 1971, became a number one hit when it was rereleased shortly after Lennon's death.
1994 NYT19981103.0332 -1 -Bowie glam rock songs from the 1970s (including several early Roxy Music numbers) with made-to-order period pastiches. One of his models was the fictional 1993 movie about the Beatles, ``Backbeat,'' in which young postpunk bands re
1994 APW20000307.0011 -1 Writer <TEXT> <P>    NEW YORK (AP) -- Eric Clapton, whose solo career has veered between pop hits and blues explorations, joined the Rock and Roll Hall of Fame for the third time Monday with fellow honorees James Taylor and Bonnie Raitt. </P> <P>
1994 NYT19980722.0305 -1 The dining-room table is fitted out with four leatherette chairs, and on a side commode is an old rotary telephone, the first one on the block.
1994 NYT19980722.0305 -1 t with four leatherette chairs, and on a side commode is an old rotary telephone, the first one on the block. Mary McCartney needed to be on ca
1994 APW20000217.0281 -1 the Beatles museum until Oct. 9, which would have been Lennon's 60th birthday." </P> <P> 	   "Imagine," originally recorded in 1971, became a number one hit when it was rereleased shortly after Lennon's death. The former Beatle died outside his New
1994 NYT19991003.0469 -1 Using only a bass, snare drum and big guitar, he reverbs his way through Gene Vincent's ``Bluejean Bop.'' The Animals' ``She Said Yeah'' is a frenetic throwback to the Beatles' classic cover of ``Roll Over Beethoven.'' One of the best offerings is th
1994 APW19980608.0190 -1 that there were no plans for the three former Beatles to sing together. John Lennon, the fourth Beatle, was shot to death in New York City in 1980. 	   Mrs. McCartney, a crusader for vegetarianism and animal rights and an acclaimed photographer, died
1994 APW19980608.0190 -1 AP) _ Paul McCartney says he wants a public memorial service for his late wife Linda to be a celebration that will underscore her passions: animals, vegetarianism, music, photography and her family. 	   Former Beatles George Harrison and Ringo Starr
1994 NYT20000803.0264 -1 ``MAGNOLIA'': (Reprise). Paul Thomas Anderson, who directed ``Magnolia,'' has said the film was adapted from Aimee Mann's songs: her terse, tuneful character studies of people so emotionally scarred that they sabotage their own chances for love or
1994 NYT19990922.0274 -1 Gaines may be a pseudonym _ complete with an elaborate invented background that incorporates bits of Dylan, Beatles and Prince lore and parallels elements of Brooks' life (the solo careers of both begin in 1989, and both have the same number of lette
1995 NYT19980930.0080 1 riverboat gambling on the Mississippi River as a natural tourism draw, said Charles Patton, executive director of the Mississippi Gaming Commission. Basing casinos on water creates a zoning tool that allows
1995 NYT19990801.0219 -1 State governments are primarily responsible for regulating casinos, but Wolf and others have suggested Congress consider extra taxes on gambling revenues, a ban on Internet gambling, a ban on amateur sports betting and removal of some automated telle
1995 NYT19990219.0376 -1 . He failed to put down on his financial disclosure form $21,000 he made from his former business in Mississippi. The Justice Department declined to prosecute, but Smaltz did and won a conviction. Blackley was eligible for probation under the
1995 NYT19981027.0239 -1 success when representing clients appearing before Nevada's gaming regulators. </P> <P>    In part, the casino industry's consumption of government officials is attributed to its rapid growth and resulting job opportunities. Since 1990, casino reven
1995 NYT19981027.0300 -1 in Iowa.   <TEXT> <P>    In Mississippi, the nation's third largest gambling jurisdiction, after Nevada and New Jersey, there was no cooling-off period that prohibited Nourse from going to work for a casino in the state. But he did seek an opinion f
1995 APW19990601.0099 -1 In  Wisconsin, for instance, Lt. Gov. Scott McCallum invoked the  commission's name in urging a moratorium in his state on Indian  casinos.
1995 APW19990601.0099 -1 Gov. Scott McCallum invoked the  commission's name in urging a moratorium in his state on Indian  casinos.  </P> <P> 	On the other hand, sev
1995 NYT19990913.0060 -1 Mississippi legalized casino gambling in 1992. As in several other states, the legislation required the casinos to float on water. </P> <P>    But whereas the other states allowed gambling only on riverboats, Mississippi added an ingenious loophole
1995 NYT19981027.0236 -1 Perskie was the New Jersey General Assembly member who wrote the 1977 statue that legalized casino gambling in Atlantic City. After serving as chief of staff to former Gov. Jim Florio (Florio joined the board of Bally Gaming, a major manufacturer of
1995 NYT19981027.0236 -1 chief executive officer of the Claridge casino. But Bybee, now a gaming professor at the University of Nevada at Las Vegas, conceded that the revolving door ``can be bad if it's abused and people use their positions to get around doing things, or do
1995 APW20000901.0039 -1 The analysis indicates casino gambling has slowed, though not reversed, the growth of tribal members on public assistance. Participation in the Agriculture Department's Food Distribution Program on Indian Reservations increased 8.2 percent from 199
1996 NYT19990118.0257 1 Perkins Library, Duke University, Durham, North Carolina.
1996 NYT19980819.0535 1 16 at Duke University Medical Center in Durham, N.
1996 NYT19981120.0321 -1 _ If ever an academic department was hot, it was the English department at Duke University in the late 1980s and early 1990s, when it was famously reinventing itself.
1996 NYT19981029.0095 1 Baptist Church of Christ, Brooklyn, N.Y. (Baptist); and William Willimon, dean of the chapel, Duke University, Durham, N.C. (Methodist). </P> <P>    Q: Operation Rescue is in the news for opposing what it calls pornographic books being sold by
1996 NYT19981118.0459 -1 g with the big city. Early on I'm sure there were some racial white-flight things going on.'' </P> <P>    The people who sent Livingston to Washington tend to be folks who view government as something that is inflicted. People like Buddy Comeaux, who
1996 NYT20000517.0003 -1 ATTN: N.C., Ala., Tenn.)   By ERIC V. COPAGE     c.2000 N.Y. Times News Service     <TEXT> <P>    Dr. C. Eric Lincoln, author of several of the most important scholarly works on the religious experience of black Americans, died May 14 at his home in
1996 NYT19980819.0535 1 Wallace Fowlie, a professor emeritus of French literature at Duke University who once compared the rock singer Jim Morrison with the poet Arthur Rimbaud, died Aug. 16 at Duke University Medical Center in Durham, N.C. He was 89 and lived in Chapel Hil
1996 NYT19980819.0535 1 us of French literature at Duke University who once compared the rock singer Jim Morrison with the poet Arthur Rimbaud, died Aug. 16 at Duke University Medical Center in Durham, N.C. He was 89 and lived in Chapel Hill. </P> <P>    Fowlie gained promi
